# Copyright 2023 DeepMind Technologies Limited
#
# Licensed under CC BY-NC-SA 4.0 license
transcript_id	mean_am_pathogenicity
ENST00000000233.10	0.7422697635438503
ENST00000000412.8	0.37834258163288265
ENST00000001008.6	0.4222901115567318
ENST00000001146.6	0.4666058543393151
ENST00000002125.9	0.3514798061819767
ENST00000002165.11	0.4063997476531859
ENST00000002501.10	0.3198188417073422
ENST00000002596.6	0.4706841287956764
ENST00000002829.8	0.5236270394665941
ENST00000003084.10	0.4048312602019882
ENST00000003302.8	0.41981033324777495
ENST00000004103.8	0.26359528895945644
ENST00000004982.6	0.4781152239734146
ENST00000005178.6	0.4996589138329927
ENST00000005257.7	0.6864497012384478
ENST00000005260.9	0.3766981396532687
ENST00000005284.3	0.4879757043643123
ENST00000005340.10	0.4992734022278011
ENST00000005386.8	0.3410025379916116
ENST00000005756.4	0.4816781157067499
ENST00000005995.8	0.4507407604723886
ENST00000006015.3	0.5260622703497936
ENST00000006053.7	0.2494662548779609
ENST00000006724.7	0.29805606939519363
ENST00000006750.7	0.4254877119725113
ENST00000006777.11	0.3798701145899204
ENST00000007264.7	0.40524388708482734
ENST00000007390.3	0.35866157515399355
ENST00000007699.10	0.3287660295609639
ENST00000007735.4	0.3651657296291057
ENST00000008391.3	0.536534084941961
ENST00000008527.10	0.5981145890085302
ENST00000008938.5	0.41405114673712107
ENST00000009105.5	0.4919016034339733
ENST00000009180.10	0.5959616973986107
ENST00000009530.12	0.3360176143271397
ENST00000010132.6	0.3637525204291217
ENST00000011292.8	0.4163111702320375
ENST00000011473.6	0.4875353657240124
ENST00000011619.6	0.5640645748316315
ENST00000011653.9	0.2962652582732719
ENST00000011691.5	0.5047065444237414
ENST00000011898.10	0.5096727598486304
ENST00000012049.10	0.3479700457353447
ENST00000012443.9	0.5720517218460119
ENST00000013070.11	0.4352276817093357
ENST00000013125.8	0.5960218087899821
ENST00000013222.5	0.3737751621685779
ENST00000014914.5	0.33551793513288
ENST00000014930.9	0.41266380446570977
ENST00000016171.5	0.4580816463112792
ENST00000016913.8	0.2630892366109965
ENST00000017003.7	0.4557700950998236
ENST00000019103.7	0.3801273311919473
ENST00000020673.6	0.3931220299895917
ENST00000020926.8	0.3587056702606523
ENST00000020945.4	0.5028209783601675
ENST00000022615.9	0.5359170196366928
ENST00000025008.10	0.4067950065910043
ENST00000025301.4	0.2497421548710569
ENST00000026218.9	0.3638300169697515
ENST00000029410.10	0.5000670730714408
ENST00000033079.7	0.4106548924478667
ENST00000035307.6	0.4394479453835615
ENST00000037243.7	0.6615942861602199
ENST00000037502.11	0.28082750767714665
ENST00000037869.7	0.5002526007731608
ENST00000038176.8	0.40678786293753216
ENST00000039007.5	0.4962981288780747
ENST00000039989.9	0.5129464879651903
ENST00000040584.6	0.4741593659719031
ENST00000040663.8	0.4330572330906341
ENST00000040738.10	0.2648807760183925
ENST00000040877.2	0.33970980841797155
ENST00000042931.1	0.4784467405546998
ENST00000043402.8	0.3828502724834707
ENST00000044462.12	0.6613992256298225
ENST00000045083.6	0.3134772802201665
ENST00000046087.7	0.4005668884294512
ENST00000046640.7	0.3846633727583285
ENST00000046794.10	0.3519931680345545
ENST00000053243.6	0.26684774523249283
ENST00000053468.4	0.3360933261499526
ENST00000053469.9	0.5399856201036155
ENST00000053867.8	0.3427243801223213
ENST00000054650.8	0.37534517784633054
ENST00000054666.11	0.5933641938946477
ENST00000054950.3	0.5921934359878466
ENST00000055077.8	0.5787163817231606
ENST00000055335.11	0.3002746633474756
ENST00000056217.10	0.28449203161908004
ENST00000056233.4	0.21455088930142188
ENST00000057513.8	0.25376412627970385
ENST00000060969.5	0.4123283414284669
ENST00000061240.7	0.5184119531515506
ENST00000064571.3	0.6596407391800198
ENST00000064724.7	0.4728708333909041
ENST00000064778.8	0.5417200060565021
ENST00000066544.8	0.5346900031754637
ENST00000070846.10	0.3808541598970163
ENST00000072644.7	0.37950219338569496
ENST00000072869.9	0.3845472358996931
ENST00000075120.12	0.5321055385242942
ENST00000075322.10	0.4922637402662778
ENST00000075503.8	0.27676261504360045
ENST00000078429.9	0.6527329726196798
ENST00000078445.7	0.3120077665765804
ENST00000081029.8	0.3566295947056893
ENST00000083182.8	0.6180230906840182
ENST00000084798.9	0.5000085901002642
ENST00000085219.10	0.2746962248819747
ENST00000086933.2	0.3311929546644462
ENST00000155093.8	0.4689529450525799
ENST00000155840.11	0.5155663279579431
ENST00000155858.10	0.3298098091152394
ENST00000155926.8	0.5445253227458746
ENST00000156084.8	0.4996214227490822
ENST00000156109.7	0.25231453860421
ENST00000156471.10	0.5494814911756437
ENST00000156626.12	0.306117779312692
ENST00000157600.8	0.4819173791447287
ENST00000157812.7	0.7316215545094773
ENST00000158009.6	0.2941313111143641
ENST00000158762.8	0.4713178942764228
ENST00000158771.9	0.6735624187670541
ENST00000159060.3	0.30548633658616176
ENST00000159087.7	0.4631371707879686
ENST00000159111.9	0.5112291122734146
ENST00000160262.10	0.2477222359332607
ENST00000160298.8	0.4672497916980497
ENST00000160373.8	0.3108377470489465
ENST00000160382.10	0.6939576116252024
ENST00000160827.8	0.3737589843363263
ENST00000161006.8	0.3735246522837734
ENST00000161559.11	0.2515678824798092
ENST00000161863.9	0.4849428974392959
ENST00000162044.14	0.35984897907497065
ENST00000162330.10	0.3673467360735795
ENST00000162391.8	0.41873578060789296
ENST00000162749.6	0.3390838452321632
ENST00000163416.7	0.3267209421063853
ENST00000164024.5	0.4151177926774359
ENST00000164133.7	0.5855553210406088
ENST00000164139.4	0.5919938578265397
ENST00000164227.10	0.4301331265922684
ENST00000164305.10	0.3175789978879019
ENST00000164640.8	0.43411322269876906
ENST00000165524.1	0.2364563062566269
ENST00000165698.9	0.6442321140889092
ENST00000166139.9	0.4071077473529346
ENST00000166244.8	0.4591342493083359
ENST00000166345.8	0.4925570176372671
ENST00000167106.9	0.5444347915914337
ENST00000167586.7	0.5080263438968534
ENST00000167588.4	0.2728185981754036
ENST00000168148.8	0.2995371241455194
ENST00000168216.10	0.4515625452278663
ENST00000168712.3	0.49832400605191707
ENST00000168977.6	0.4443021221960219
ENST00000169551.11	0.2707101293995581
ENST00000170150.4	0.2474427338510172
ENST00000170168.9	0.3700171537750005
ENST00000170447.12	0.4534853170658366
ENST00000170564.7	0.3171968179140986
ENST00000171757.3	0.4543623237253644
ENST00000171887.8	0.413506532511961
ENST00000172229.8	0.40160690819844336
ENST00000172853.14	0.3870528032423771
ENST00000173229.7	0.6018448862666154
ENST00000173527.6	0.5820400620178833
ENST00000173898.12	0.3080724978859006
ENST00000174618.5	0.3878159369101887
ENST00000175091.5	0.4672621019238714
ENST00000175238.10	0.2920166353258981
ENST00000175756.10	0.2563497366464384
ENST00000176183.6	0.4085011033358704
ENST00000176195.4	0.31117597623728555
ENST00000176763.10	0.4525043764741279
ENST00000177694.2	0.3993265843497869
ENST00000178638.8	0.3295661499290804
ENST00000178640.10	0.5770623124212084
ENST00000179259.6	0.30727375077415425
ENST00000180166.6	0.5698788436081997
ENST00000180173.10	0.4568777544184805
ENST00000181383.10	0.3623329338528645
ENST00000181839.10	0.4432011593234691
ENST00000182290.8	0.2995496006414077
ENST00000182377.8	0.3330690181185771
ENST00000182527.4	0.4935525112894774
ENST00000183605.10	0.4877380655130261
ENST00000184266.3	0.28956237793423617
ENST00000184956.10	0.34283096366064064
ENST00000185150.9	0.4368622779339533
ENST00000185206.12	0.3902648993714102
ENST00000186436.10	0.4041688530985659
ENST00000187397.8	0.3746377002971134
ENST00000187762.7	0.5016294272209757
ENST00000187879.12	0.3154739950944635
ENST00000188312.6	0.590296604397543
ENST00000188790.9	0.42755736580132897
ENST00000190165.3	0.40093536599431606
ENST00000190611.9	0.5032372822153833
ENST00000190983.4	0.30501642276797153
ENST00000192314.7	0.3740131234033818
ENST00000192788.6	0.31166946494995945
ENST00000193322.8	0.38689054426074543
ENST00000193391.8	0.2570281413788833
ENST00000193403.10	0.6799134715299384
ENST00000194130.7	0.3782520497963261
ENST00000194152.4	0.3066140380860697
ENST00000194155.7	0.29675161482977
ENST00000194214.9	0.35242745491568744
ENST00000194530.8	0.3817500036497409
ENST00000196061.5	0.476968282507969
ENST00000196371.10	0.5296523277796615
ENST00000196482.4	0.43149282638148784
ENST00000196489.4	0.3936680407021584
ENST00000198536.7	0.240416520385242
ENST00000198767.10	0.4122943734767897
ENST00000198801.10	0.4294431656165705
ENST00000199280.3	0.520131807448324
ENST00000199320.9	0.5746735096897535
ENST00000199389.11	0.3390837049677613
ENST00000199448.9	0.436234800714159
ENST00000199708.3	0.262924432577949
ENST00000199764.7	0.2252645291451904
ENST00000199814.9	0.6904337666049245
ENST00000199936.9	0.3534457836622479
ENST00000200135.8	0.3418691698246526
ENST00000200181.8	0.4163460495543019
ENST00000200453.6	0.2173969836208561
ENST00000200457.9	0.3978550721493264
ENST00000200557.11	0.4678987490694584
ENST00000200639.8	0.3181763987505272
ENST00000200652.4	0.433913578715205
ENST00000200676.8	0.25068299141372524
ENST00000200691.4	0.3444526494109594
ENST00000201031.3	0.4659588130714524
ENST00000201586.6	0.3387756387220309
ENST00000201647.11	0.31479443672558033
ENST00000201979.3	0.3606173725005204
ENST00000202017.6	0.3776367479302257
ENST00000202556.14	0.417144695276056
ENST00000202625.7	0.3799314638046069
ENST00000202677.12	0.4053333037950801
ENST00000202816.5	0.3256340623170026
ENST00000202831.7	0.3838505125586459
ENST00000202834.11	0.6638747356354225
ENST00000202917.10	0.4074496156237785
ENST00000202967.4	0.37780783804836265
ENST00000203001.7	0.4245562977482543
ENST00000203166.10	0.22696766931840656
ENST00000203407.6	0.4575517900557862
ENST00000203556.9	0.3264787563780992
ENST00000203629.3	0.27664116164070485
ENST00000203664.10	0.4457521176764078
ENST00000204517.11	0.5808081756292334
ENST00000204549.9	0.3776474581336258
ENST00000204604.5	0.3365533611960924
ENST00000204679.9	0.3665231906754347
ENST00000204726.8	0.30128432374786185
ENST00000204961.5	0.5061725277258142
ENST00000205143.4	0.3418370735853892
ENST00000205194.5	0.5214566950599012
ENST00000205214.11	0.3221120858174109
ENST00000205402.10	0.5536247370876226
ENST00000205557.11	0.2864395566219333
ENST00000205636.4	0.3953138802470089
ENST00000205948.11	0.3583213261444655
ENST00000206020.8	0.5398384656017478
ENST00000206249.7	0.4354417059721557
ENST00000206262.2	0.555309773568033
ENST00000206451.11	0.5212944865615268
ENST00000206513.5	0.4430011220856053
ENST00000206542.9	0.5972391825536079
ENST00000206595.11	0.3627516611707151
ENST00000206765.11	0.4542470705618488
ENST00000207457.8	0.26605026151718425
ENST00000207549.8	0.3519654062707679
ENST00000207870.8	0.4150339294358241
ENST00000209540.2	0.14911720669573975
ENST00000209665.8	0.4416854861110325
ENST00000209668.3	0.4033145109691599
ENST00000209718.7	0.269243114298894
ENST00000209873.9	0.4201387470428893
ENST00000209884.5	0.6787253047527082
ENST00000209929.10	0.3322148898539137
ENST00000210060.12	0.5173078337034642
ENST00000210187.11	0.44698412022059897
ENST00000210313.8	0.3269383909702773
ENST00000210444.6	0.526077336759105
ENST00000211076.5	0.4163570309040243
ENST00000211122.4	0.4169908860981627
ENST00000211287.9	0.5199440679256362
ENST00000211314.5	0.3468129104971233
ENST00000211413.10	0.4843599034873764
ENST00000211998.9	0.583288403763291
ENST00000212015.11	0.4441132369250713
ENST00000214869.7	0.4722213238223583
ENST00000215061.9	0.2755756814418873
ENST00000215095.11	0.5989813578938821
ENST00000215115.4	0.4329384890740472
ENST00000215368.4	0.5005567984999674
ENST00000215530.6	0.4207713304974126
ENST00000215531.6	0.2378425699114501
ENST00000215539.3	0.354674416704012
ENST00000215565.3	0.41773413571409057
ENST00000215567.10	0.6823047041760492
ENST00000215570.8	0.6643665506736489
ENST00000215574.9	0.6256004979029092
ENST00000215582.8	0.2294008247182104
ENST00000215631.9	0.4991613927167676
ENST00000215637.8	0.26522951039132714
ENST00000215659.13	0.5192962526057443
ENST00000215730.12	0.3415210566155569
ENST00000215743.8	0.34035415293494825
ENST00000215754.8	0.4660612702921872
ENST00000215770.6	0.340811047063923
ENST00000215781.3	0.3139662171949743
ENST00000215790.11	0.4579456500824158
ENST00000215793.13	0.5882924161530743
ENST00000215794.8	0.27063201424770195
ENST00000215812.8	0.5234397097532313
ENST00000215838.8	0.2723325092854682
ENST00000215855.7	0.4545469359663692
ENST00000215882.10	0.6308844997557058
ENST00000215885.4	0.2709764402754515
ENST00000215886.6	0.33698515303598725
ENST00000215904.7	0.4715358592135617
ENST00000215906.6	0.4879852401894202
ENST00000215909.10	0.4179718137394898
ENST00000215912.10	0.30584464460297195
ENST00000215917.11	0.30099516990787245
ENST00000215941.9	0.4610771838526163
ENST00000215956.10	0.7059465266397563
ENST00000215957.10	0.34042834512267195
ENST00000215980.10	0.3130699220137142
ENST00000216014.9	0.4873761559298744
ENST00000216024.7	0.653390030530527
ENST00000216027.8	0.26406728841707705
ENST00000216029.7	0.5159914114256708
ENST00000216034.6	0.5818800318397743
ENST00000216036.9	0.3476092132986313
ENST00000216037.10	0.3466012074783437
ENST00000216038.6	0.6747934925859037
ENST00000216039.9	0.6150179344409005
ENST00000216044.10	0.6077957660397462
ENST00000216061.9	0.34371370430037096
ENST00000216068.9	0.6626050520059991
ENST00000216071.4	0.2351143191369295
ENST00000216075.11	0.521091331911936
ENST00000216085.12	0.3054788916393384
ENST00000216099.13	0.3406606588115729
ENST00000216101.7	0.4506170703595342
ENST00000216106.6	0.4241093467190365
ENST00000216115.3	0.27770821337274065
ENST00000216117.9	0.3302220484380613
ENST00000216121.12	0.5850600951365702
ENST00000216122.9	0.5894315181551313
ENST00000216127.5	0.5692854246836893
ENST00000216129.7	0.3861839689192133
ENST00000216133.10	0.42718276777008896
ENST00000216139.10	0.360999517475812
ENST00000216144.4	0.6330500519199632
ENST00000216146.9	0.7630001460415038
ENST00000216160.11	0.4458162156510821
ENST00000216177.8	0.2185318642664456
ENST00000216180.8	0.3228837820796027
ENST00000216181.10	0.5514907087662755
ENST00000216211.9	0.3083620164295682
ENST00000216218.8	0.5897171152585898
ENST00000216223.10	0.2919080700205639
